0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng
JRC|JRC|||Municipal Heliport|Municipal Heliport|Рочестер|Рочестер|Rochester|Rochester
JRD|JRD|||Heliport|Heliport|||Riverside|Riverside
JRE|JRE|||East 60th Street H/P|East 60th Street H/P|Нью-Йорк|Нью-Йорк|New York|New York
JRH|JRH|||Rowriah|Rowriah|Йорхат|Йорхат|Jorhat|Jorhat
JRK|JRK|Арсук|Арсук|Arsuk|Arsuk|Арсук|Арсук|Arsuk|Arsuk
JRN|JRN|||Juruena|Juruena|||Juruena|Juruena
JRO|JRO|Килиманджаро|Килиманджаро|Kilimanjaro|Kilimanjaro|Килиманджаро|Килиманджаро|Kilimanjaro|Kilimanjaro
JRS|JRS|Иерусалим|Иерусалим|Jerusalem|Jerusalem|Иерусалим|Иерусалим|Jerusalem|Jerusalem
JSA|JSA|Джайсалмер|Джайсалмер|Jaisalmer|Jaisalmer|Джайсалмер|Джайсалмер|Jaisalmer|Jaisalmer
JSD|JSD|||Sikorsky Heliport|Sikorsky Heliport|||Stratford, CT|Stratford, CT
JSG|JSG|||San Rafael H/P|San Rafael H/P|Сан-Рафаэль|Сан-Рафаэль|San Rafael|San Rafael
JSH|JSH|||Sitia|Sitia|||Sitia|Sitia
JSI|JSI|Скиатлос|Скиатлос|Skiathos|Skiathos|Скиатлос|Скиатлос|Skiathos|Skiathos
JSK|JSK|||Municipal Heliport|Municipal Heliport|||Saint Cloud|Saint Cloud
JSL|JSL|||Steel Pier Hlpt|Steel Pier Hlpt|Атлантик Сити|Атлантик Сити|Atlantic City|Atlantic City
JSM|JSM|||Jose De San Martin|Jose De San Martin|||Jose De San Martin|Jose De San Martin
JSN|JSN|||Sherman Oaks H/P|Sherman Oaks H/P|Лос Анджелес|Лос Анджелес|Los Angeles|Los Angeles
JSO|JSO|||Sodertalje Heliport|Sodertalje Heliport|Содерталье|Содерталье|Sodertalje|Sodertalje
JSP|JSP|||Seogwipo Heliport|Seogwipo Heliport|||Jeju|Jeju
JSR|JSR|Джессор|Джессор|Jessore|Jessore|Джессор|Джессор|Jessore|Jessore
JSS|JSS|Спецаи-Айленд|Спецаи-Айленд|Spetsai Island|Spetsai Island|Спецаи-Айленд|Спецаи-Айленд|Spetsai Island|Spetsai Island
JST|JST|||Cambria County|Cambria County|||Johnstown|Johnstown
JSU|JSU|||Heliport|Heliport|||Maniitsoq|Maniitsoq
JSY|JSY|Сирос-Айленд|Сирос-Айленд|Syros Island|Syros Island|Сирос-Айленд|Сирос-Айленд|Syros Island|Syros Island
JTI|JTI|||Jatai|Jatai|||Jatai|Jatai
JTO|JTO|||Heliport|Heliport|Таузэнд Оукс|Таузэнд Оукс|Thousand Oaks|Thousand Oaks
JTR|JTR|||Santorini (Thira)|Santorini (Thira)|||Santorini (Thira)|Santorini (Thira)
JTY|JTY|||Astypalaia|Astypalaia|||Astypalaia Island|Astypalaia Island
JUA|JUA|Жуара|Жуара|Juara|Juara|Жуара|Жуара|Juara|Juara
JUB|JUB|Джуба|Джуба|Juba|Juba|Джуба|Джуба|Juba|Juba
JUC|JUC|||Universal City H/P|Universal City H/P|Лос Анджелес|Лос Анджелес|Los Angeles|Los Angeles
JUI|JUI|Юист|Юист|Juist|Juist|Юист|Юист|Juist|Juist
JUJ|JUJ|||El Cadillal|El Cadillal|Хухуй|Хухуй|Jujuy|Jujuy
JUL|JUL|Хулиака|Хулиака|Juliaca|Juliaca|Хулиака|Хулиака|Juliaca|Juliaca
JUM|JUM|Джумла|Джумла|Jumla|Jumla|Джумла|Джумла|Jumla|Jumla
JUN|JUN|||Jundah|Jundah|||Jundah|Jundah
JUO|JUO|Журадо|Журадо|Jurado|Jurado|Журадо|Журадо|Jurado|Jurado
JUP|JUP|||Cable Heliport|Cable Heliport|||Upland|Upland
JUR|JUR|||Jurien Bay|Jurien Bay|||Jurien Bay|Jurien Bay
JUT|JUT|Хутикальпа|Хутикальпа|Juticalpa|Juticalpa|Хутикальпа|Хутикальпа|Juticalpa|Juticalpa
JUV|JUV|||Heliport|Heliport|Упернавик|Упернавик|Upernavik|Upernavik
JUZ|JUZ|||Juzhou|Juzhou|||Juzhou|Juzhou
JVA|JVA|Анкавандра|Анкавандра|Ankavandra|Ankavandra|Анкавандра|Анкавандра|Ankavandra|Ankavandra
JVI|JVI|||Central Jersey Regional Airport|Central Jersey Regional Airport|||Manville|Manville
JVL|JVL|||Rock County|Rock County|||Janesville|Janesville
JWA|JWA|Жваненг|Жваненг|Jwaneng|Jwaneng|Жваненг|Жваненг|Jwaneng|Jwaneng
JWC|JWC|||Warner Cntr Bus. Plaza|Warner Cntr Bus. Plaza|Лос Анджелес|Лос Анджелес|Los Angeles|Los Angeles
JWH|JWH|||Westchase Hilton H/P|Westchase Hilton H/P|Хьюстон|Хьюстон|Houston|Houston
JWL|JWL|||Woodlawns|Woodlawns|Хьюстон|Хьюстон|Houston|Houston
JWN|JWN|||Zanjan|Zanjan|||Zanjan|Zanjan
JXN|JXN|||Reynolds Municipal|Reynolds Municipal|Джексон|Джексон|Jackson|Jackson
JYR|JYR|||Jiroft|Jiroft|||Jiroft|Jiroft
JYV|JYV|Ювяскюля|Ювяскюля|Jyvaskyla|Jyvaskyla|Ювяскюля|Ювяскюля|Jyvaskyla|Jyvaskyla
JZH|JZH|||Jiu Zhai Huang Long|Jiu Zhai Huang Long|||Song Pan|Song Pan
KAA|KAA|Касама|Касама|Kasama|Kasama|Касама|Касама|Kasama|Kasama
KAB|KAB|Кариба|Кариба|Kariba|Kariba|Кариба|Кариба|Kariba|Kariba
KAC|KAC|Камешли|Камешли|Kameshli|Kameshli|Камешли|Камешли|Kameshli|Kameshli
KAD|KAD|Кадуна|Кадуна|Kaduna|Kaduna|Кадуна|Кадуна|Kaduna|Kaduna
KAE|KAE|||SPB|SPB|||Kake|Kake
KAF|KAF|Карато|Карато|Karato|Karato|Карато|Карато|Karato|Karato
KAG|KAG|Гангнеунг|Гангнеунг|Gangneung|Gangneung|Гангнеунг|Гангнеунг|Gangneung|Gangneung
KAH|KAH|||City Heliport|City Heliport|Мельбурн|Мельбурн|Melbourne|Melbourne
KAI|KAI|Каетер|Каетер|Kaieteur|Kaieteur|Каетер|Каетер|Kaieteur|Kaieteur
KAJ|KAJ|Каяне|Каяне|Kajaani|Kajaani|Каяне|Каяне|Kajaani|Kajaani
KAK|KAK|||Kar|Kar|||Kar|Kar
KAL|KAL|||Kaltag|Kaltag|||Kaltag|Kaltag
KAM|KAM|||Kamaran Is|Kamaran Is|||Kamaran Is|Kamaran Is
KAN|KAN|||Aminu Kano Intl Apt|Aminu Kano Intl Apt|Кано|Кано|Kano|Kano
KAO|KAO|Кусамо|Кусамо|Kuusamo|Kuusamo|Кусамо|Кусамо|Kuusamo|Kuusamo
KAP|KAP|Капанга|Капанга|Kapanga|Kapanga|Капанга|Капанга|Kapanga|Kapanga
KAQ|KAQ|Камулай|Камулай|Kamulai|Kamulai|Камулай|Камулай|Kamulai|Kamulai
KAR|KAR|Камаранг|Камаранг|Kamarang|Kamarang|Камаранг|Камаранг|Kamarang|Kamarang
KAS|KAS|Карасбург|Карасбург|Karasburg|Karasburg|Карасбург|Карасбург|Karasburg|Karasburg
KAT|KAT|Кайтайа|Кайтайа|Kaitaia|Kaitaia|Кайтайа|Кайтайа|Kaitaia|Kaitaia
KAU|KAU|Каухава|Каухава|Kauhava|Kauhava|Каухава|Каухава|Kauhava|Kauhava
KAV|KAV|Каванаен|Каванаен|Kavanayen|Kavanayen|Каванаен|Каванаен|Kavanayen|Kavanayen
KAW|KAW|Котонг|Котонг|Kawthaung|Kawthaung|Котонг|Котонг|Kawthaung|Kawthaung
KAX|KAX|||Kalbarri|Kalbarri|||Kalbarri|Kalbarri
KAY|KAY|Вакая-Айленд|Вакая-Айленд|Wakaya Island|Wakaya Island|Вакая-Айленд|Вакая-Айленд|Wakaya Island|Wakaya Island
KAZ|KAZ|Кау|Кау|Kau|Kau|Кау|Кау|Kau|Kau
KBA|KBA|Кабала|Кабала|Kabala|Kabala|Кабала|Кабала|Kabala|Kabala
KBB|KBB|Киркимби|Киркимби|Kirkimbie|Kirkimbie|Киркимби|Киркимби|Kirkimbie|Kirkimbie
KBC|KBC|||Birch Creek|Birch Creek|||Birch Creek|Birch Creek
KBD|KBD|||Kimberley Downs|Kimberley Downs|||Kimberley Downs|Kimberley Downs
KBE|KBE|||Hot Springs SPB|Hot Springs SPB|||Bell Island|Bell Island
KBF|KBF|Карубага|Карубага|Karubaga|Karubaga|Карубага|Карубага|Karubaga|Karubaga
KBG|KBG|||Kabalega Falls|Kabalega Falls|||Kabalega Falls|Kabalega Falls
KBH|KBH|Калат|Калат|Kalat|Kalat|Калат|Калат|Kalat|Kalat
KBI|KBI|Криби|Криби|Kribi|Kribi|Криби|Криби|Kribi|Kribi
KBJ|KBJ|Кингз Каньон|Кингз Каньон|Kings Canyon|Kings Canyon|Кингз Каньон|Кингз Каньон|Kings Canyon|Kings Canyon
KBK|KBK|||Klag Bay|Klag Bay|||Klag Bay|Klag Bay
KBL|KBL|||Khwaja Rawash|Khwaja Rawash|||Kabul|Kabul
KBM|KBM|Кабвум|Кабвум|Kabwum|Kabwum|Кабвум|Кабвум|Kabwum|Kabwum
KBN|KBN|Кабинда|Кабинда|Kabinda|Kabinda|Кабинда|Кабинда|Kabinda|Kabinda
KBO|KBO|Кабало|Кабало|Kabalo|Kabalo|Кабало|Кабало|Kabalo|Kabalo
KBP|KBP|Борисполь|Борисполь|Borispol|Borispol|Борисполь|Борисполь|Borispol|Borispol
KBQ|KBQ|Касунгу|Касунгу|Kasungu|Kasungu|Касунгу|Касунгу|Kasungu|Kasungu
KBR|KBR|||Sultan Ismail Petra|Sultan Ismail Petra|Кота-Бару|Кота-Бару|Kota Bharu|Kota Bharu
KBS|KBS|||Bo|Bo|||Bo|Bo
KBT|KBT|||Kaben|Kaben|||Kaben|Kaben
KBU|KBU|Котабару|Котабару|Kotabaru|Kotabaru|Котабару|Котабару|Kotabaru|Kotabaru
KBV|KBV|Краби|Краби|Krabi|Krabi|Краби|Краби|Krabi|Krabi
KBW|KBW|||Chignik Bay|Chignik Bay|||Chignik|Chignik
KBX|KBX|Камбуая|Камбуая|Kambuaya|Kambuaya|Камбуая|Камбуая|Kambuaya|Kambuaya
KBY|KBY|||Streaky Bay|Streaky Bay|||Streaky Bay|Streaky Bay
KBZ|KBZ|Каикоура|Каикоура|Kaikoura|Kaikoura|Каикоура|Каикоура|Kaikoura|Kaikoura
KCA|KCA|Куга|Куга|Kuqa|Kuqa|Куга|Куга|Kuqa|Kuqa
KCB|KCB|||Tepoe Airstrip|Tepoe Airstrip|Касикасима|Касикасима|Kasikasima|Kasikasima
KCC|KCC|||Coffman Cove SPB|Coffman Cove SPB|||Coffman Cove|Coffman Cove
KCD|KCD|||Kamur|Kamur|||Kamur|Kamur
KCE|KCE|||Collinsville|Collinsville|||Collinsville|Collinsville
KCF|KCF|||Kadanwari|Kadanwari|||Kadanwari|Kadanwari
KCG|KCG|||Fisheries|Fisheries|||Chignik|Chignik
KCH|KCH|Кучинг|Кучинг|Kuching|Kuching|Кучинг|Кучинг|Kuching|Kuching
KCI|KCI|||Kon|Kon|||Kon|Kon
KCJ|KCJ|||Komaio|Komaio|||Komaio|Komaio
KCK|KCK|||Fairfax Municipal|Fairfax Municipal|Канзас Сити|Канзас Сити|Kansas City|Kansas City
KCL|KCL|||Lagoon|Lagoon|||Chignik|Chignik
KCM|KCM|||Kahramanmaras|Kahramanmaras|||Kahramanmaras|Kahramanmaras
KCN|KCN|||SPB|SPB|||Chernofski|Chernofski
KCO|KCO|||Cengiz Topel|Cengiz Topel|Косаели|Косаели|Kocaeli|Kocaeli
KCP|KCP|Каменец-Подольский|Каменец-Подольский|Kamenets-podolskiy|Kamenets-podolskiy|Каменец-Подольский|Каменец-Подольский|Kamenets-podolskiy|Kamenets-podolskiy
KCQ|KCQ|||Chignik|Chignik|||Chignik|Chignik
KCR|KCR|||Colorado Creek|Colorado Creek|||Colorado Creek|Colorado Creek
KCS|KCS|Кингз-Крик|Кингз-Крик|Kings Creek Station|Kings Creek Station|Кингз Крик Стэйшн|Кингз Крик Стэйшн|Kings Creek Station|Kings Creek Station
KCT|KCT|Коггала|Коггала|Koggala|Koggala|Коггала|Коггала|Koggala|Koggala
KCU|KCU|Масинди|Масинди|Masindi|Masindi|Масинди|Масинди|Masindi|Masindi
KCZ|KCZ|Кочи|Кочи|Kochi|Kochi|Кочи|Кочи|Kochi|Kochi
KDA|KDA|Колда|Колда|Kolda|Kolda|Колда|Колда|Kolda|Kolda
KDB|KDB|||Kambalda|Kambalda|||Kambalda|Kambalda
KDC|KDC|Канди|Канди|Kandi|Kandi|Канди|Канди|Kandi|Kandi
KDD|KDD|Хуздар|Хуздар|Khuzdar|Khuzdar|Хуздар|Хуздар|Khuzdar|Khuzdar
KDE|KDE|Короба|Короба|Koroba|Koroba|Короба|Короба|Koroba|Koroba
KDF|KDF|||Kouba|Kouba|||Kouba|Kouba
KDG|KDG|Карджали|Карджали|Kardjali|Kardjali|Карджали|Карджали|Kardjali|Kardjali
KDH|KDH|Кандагар|Кандагар|Kandahar|Kandahar|Кандагар|Кандагар|Kandahar|Kandahar
KDI|KDI|||Wolter Monginsidi|Wolter Monginsidi|||Kendari|Kendari
KDK|KDK|||Municipal|Municipal|||Kodiak|Kodiak
KDL|KDL|Кярдла|Кярдла|Kardla|Kardla|Кярдла|Кярдла|Kardla|Kardla
KDM|KDM|||Kaadedhdhoo|Kaadedhdhoo|||Kaadedhdhoo|Kaadedhdhoo
KDN|KDN|||Ndende|Ndende|||Ndende|Ndende
KDO|KDO|||Kadhdhoo|Kadhdhoo|||Kadhdhoo|Kadhdhoo
KDP|KDP|Кандеп|Кандеп|Kandep|Kandep|Кандеп|Кандеп|Kandep|Kandep
KDQ|KDQ|||Kamberatoro|Kamberatoro|||Kamberatoro|Kamberatoro
KDR|KDR|Кандриан|Кандриан|Kandrian|Kandrian|Кандриан|Кандриан|Kandrian|Kandrian
KDS|KDS|||Kamaran Downs|Kamaran Downs|||Kamaran Downs|Kamaran Downs
KDT|KDT|||Kamphangsaen|Kamphangsaen|||Kamphangsaen|Kamphangsaen
KDU|KDU|Скарду|Скарду|Skardu|Skardu|Скарду|Скарду|Skardu|Skardu
KDV|KDV|Кандаву|Кандаву|Kandavu|Kandavu|Кандаву|Кандаву|Kandavu|Kandavu
KDW|KDW|||Vic. Resevour Kandy|Vic. Resevour Kandy|Канди|Канди|Kandy|Kandy
KDY|KDY|||Mahaweli|Mahaweli|||Mahaweli|Mahaweli
KDZ|KDZ|||Polgolla Reservoir|Polgolla Reservoir|||Katugastota|Katugastota
KEA|KEA|Кейса|Кейса|Keisah|Keisah|Кейса|Кейса|Keisah|Keisah
KEB|KEB|||Nanwalek|Nanwalek|||Nanwalek|Nanwalek
KEC|KEC|Касенга|Касенга|Kasenga|Kasenga|Касенга|Касенга|Kasenga|Kasenga
KED|KED|Кеди|Кеди|Kaedi|Kaedi|Кеди|Кеди|Kaedi|Kaedi
KEE|KEE|Келле|Келле|Kelle|Kelle|Келле|Келле|Kelle|Kelle
KEF|KEF|||Keflavik International|Keflavik International|Рейкьявик|Рейкьявик|Reykjavik|Reykjavik
KEG|KEG|Кегльсугль|Кегльсугль|Keglsugl|Keglsugl|Кегльсугль|Кегльсугль|Keglsugl|Keglsugl
KEH|KEH|||Kenmore Air Harbor|Kenmore Air Harbor|||Kenmore Air Harbor|Kenmore Air Harbor
KEI|KEI|Кепи|Кепи|Kepi|Kepi|Кепи|Кепи|Kepi|Kepi
KEJ|KEJ|Кемерово|Кемерово|Kemerovo|Kemerovo|Кемерово|Кемерово|Kemerovo|Kemerovo
KEK|KEK|||Ekwok|Ekwok|||Ekwok|Ekwok
KEL|KEL|||Kiel-Holtenau|Kiel-Holtenau|Киел|Киел|Kiel|Kiel
KEM|KEM|||Kemi/Tornio|Kemi/Tornio|||Kemi/Tornio|Kemi/Tornio
KEN|KEN|Кенема|Кенема|Kenema|Kenema|Кенема|Кенема|Kenema|Kenema
KEO|KEO|||Odienne|Odienne|||Odienne|Odienne
KEP|KEP|Непалгандж|Непалгандж|Nepalganj|Nepalganj|Непалгандж|Непалгандж|Nepalganj|Nepalganj
KEQ|KEQ|Кебар|Кебар|Kebar|Kebar|Кебар|Кебар|Kebar|Kebar
KER|KER|Керман|Керман|Kerman|Kerman|Керман|Керман|Kerman|Kerman
KES|KES|||Kelsey|Kelsey|||Kelsey|Kelsey
KET|KET|||Keng Tung|Keng Tung|||Keng Tung|Keng Tung
KEU|KEU|||Kelly Bar|Kelly Bar|||Kelly Bar|Kelly Bar
KEV|KEV|||Halli|Halli|||Kuorevesi|Kuorevesi
KEW|KEW|||Keewaywin|Keewaywin|||Keewaywin|Keewaywin
KEX|KEX|Канабеа|Канабеа|Kanabea|Kanabea|Канабеа|Канабеа|Kanabea|Kanabea
KEY|KEY|Керичо|Керичо|Kericho|Kericho|Керичо|Керичо|Kericho|Kericho
KEZ|KEZ|||Kelaniya River|Kelaniya River|||Kelaniya|Kelaniya
KFA|KFA|Киффа|Киффа|Kiffa|Kiffa|Киффа|Киффа|Kiffa|Kiffa
KFG|KFG|Калкурунг|Калкурунг|Kalkurung|Kalkurung|Калкурунг|Калкурунг|Kalkurung|Kalkurung
KFP|KFP|||False Pass|False Pass|||False Pass|False Pass
KFS|KFS|Кастамону|Кастамону|Kastamonu|Kastamonu|Кастамону|Кастамону|Kastamonu|Kastamonu
KGA|KGA|Кананга|Кананга|Kananga|Kananga|Кананга|Кананга|Kananga|Kananga
KGB|KGB|Конге|Конге|Konge|Konge|Конге|Конге|Konge|Konge
KGC|KGC|||Kingscote|Kingscote|||Kingscote|Kingscote
KGD|KGD|Калининград|Калининград|Kaliningrad|Kaliningrad|Калининград|Калининград|Kaliningrad|Kaliningrad
KGE|KGE|||Kagau|Kagau|||Kagau|Kagau
KGF|KGF|Карагандинский международный аэропорт|Карагандинский международный аэропорт|Karaganda|Karaganda|Караганда|Караганда|Karaganda|Karaganda
KGG|KGG|Кедугу|Кедугу|Kedougou|Kedougou|Кедугу|Кедугу|Kedougou|Kedougou
KGH|KGH|Йонгай|Йонгай|Yongai|Yongai|Йонгай|Йонгай|Yongai|Yongai
KGI|KGI|Калгурли|Калгурли|Kalgoorlie|Kalgoorlie|Калгурли|Калгурли|Kalgoorlie|Kalgoorlie
KGJ|KGJ|Каронга|Каронга|Karonga|Karonga|Каронга|Каронга|Karonga|Karonga
KGK|KGK|||New Koliganek|New Koliganek|||New Koliganek|New Koliganek
KGL|KGL|||Gregoire Kayibanda|Gregoire Kayibanda|||Kigali|Kigali
KGM|KGM|||Kungum|Kungum|||Kungum|Kungum
KGN|KGN|Казонго-Лунда|Казонго-Лунда|Kasongo Lunda|Kasongo Lunda|Казонго-Лунда|Казонго-Лунда|Kasongo Lunda|Kasongo Lunda
KGO|KGO|Кировоград|Кировоград|Kirovograd|Kirovograd|Кировоград|Кировоград|Kirovograd|Kirovograd
KGP|KGP|Когалым|Когалым|Kogalym International|Kogalym International|Когалым|Когалым|Kogalym|Kogalym
KGR|KGR|||Kulgera|Kulgera|||Kulgera|Kulgera
KGS|KGS|||Kos Island International Airport|Kos Island International Airport|Кос|Кос|Kos|Kos
KGU|KGU|Кенингау|Кенингау|Keningau|Keningau|Кенингау|Кенингау|Keningau|Keningau
KGW|KGW|Каги|Каги|Kagi|Kagi|Каги|Каги|Kagi|Kagi
KGX|KGX|||Grayling|Grayling|||Grayling|Grayling
KGY|KGY|||Kingaroy|Kingaroy|Кингарой|Кингарой|Kingaroy, Queensland|Kingaroy, Queensland
KGZ|KGZ|||Glacier Creek|Glacier Creek|||Glacier Creek|Glacier Creek
KHA|KHA|Ханех|Ханех|Khaneh|Khaneh|Ханех|Ханех|Khaneh|Khaneh
KHC|KHC|Керчь|Керчь|Kerch|Kerch|Керчь|Керчь|Kerch|Kerch
KHD|KHD|||Khorramabad|Khorramabad|||Khorramabad|Khorramabad
KHE|KHE|Херсон|Херсон|Kherson|Kherson|Херсон|Херсон|Kherson|Kherson
KHG|KHG|Каши|Каши|Kashi|Kashi|Каши|Каши|Kashi|Kashi
KHH|KHH|||Kaoshiung International Airport|Kaoshiung International Airport|||Kaohsiung|Kaohsiung
KHI|KHI|||Quaid-e-azam Intl|Quaid-e-azam Intl|||Karachi|Karachi
KHJ|KHJ|Каухайоки|Каухайоки|Kauhajoki|Kauhajoki|Каухайоки|Каухайоки|Kauhajoki|Kauhajoki
KHK|KHK|||Khark Island|Khark Island|||Khark Island|Khark Island
KHL|KHL|Кхулна|Кхулна|Khulna|Khulna|Кхулна|Кхулна|Khulna|Khulna
KHM|KHM|Хамти|Хамти|Khamti|Khamti|Хамти|Хамти|Khamti|Khamti
KHN|KHN|Наньчан|Наньчан|Nanchang|Nanchang|Наньчан|Наньчан|Nanchang|Nanchang
KHO|KHO|||Khoka Moya|Khoka Moya|||Khoka Moya|Khoka Moya
KHR|KHR|||Kharkhorin|Kharkhorin|||Kharkhorin|Kharkhorin
KHS|KHS|Хасаб|Хасаб|Khasab|Khasab|Хасаб|Хасаб|Khasab|Khasab
KHT|KHT|Хост|Хост|Khost|Khost|Хост|Хост|Khost|Khost
KHU|KHU|Кременчуг|Кременчуг|Kremenchug|Kremenchug|Кременчуг|Кременчуг|Kremenchug|Kremenchug
KHV|KHV|Хабаровск (Новый)|Хабаровск (Новый)|Khabarovsk(Novy)|Khabarovsk(Novy)|Хабаровск|Хабаровск|Khabarovsk|Khabarovsk
KHW|KHW|||Khwai River Lodge|Khwai River Lodge|||Khwai River Lodge|Khwai River Lodge
KHY|KHY|||Khoy|Khoy|||Khoy|Khoy
KHZ|KHZ|||Kauehi|Kauehi|||Kauehi|Kauehi
KIA|KIA|Кайапит|Кайапит|Kaiapit|Kaiapit|Кайапит|Кайапит|Kaiapit|Kaiapit
KIB|KIB|||SPB|SPB|||Ivanof Bay|Ivanof Bay
KIC|KIC|||Mesa Del Rey|Mesa Del Rey|||King City|King City
KID|KID|Кристианстад|Кристианстад|Kristianstad|Kristianstad|Кристианстад|Кристианстад|Kristianstad|Kristianstad
KIE|KIE|||Aropa|Aropa|Киета|Киета|Kieta|Kieta
KIF|KIF|||Kingfisher Lake|Kingfisher Lake|||Kingfisher Lake|Kingfisher Lake
KIG|KIG|||Koinghaas|Koinghaas|||Koinghaas|Koinghaas
KIH|KIH|Киш Айленд|Киш Айленд|Kish Island|Kish Island|Киш-Айленд|Киш-Айленд|Kish Island|Kish Island
KII|KII|||Kibuli|Kibuli|||Kibuli|Kibuli
KIJ|KIJ|Ниигата|Ниигата|Niigata|Niigata|Ниигата|Ниигата|Niigata|Niigata
KIK|KIK|Киркук|Киркук|Kirkuk|Kirkuk|Киркук|Киркук|Kirkuk|Kirkuk
KIL|KIL|Килва|Килва|Kilwa|Kilwa|Килва|Килва|Kilwa|Kilwa
KIM|KIM|Кимберли|Кимберли|Kimberley|Kimberley|Кимберли|Кимберли|Kimberley|Kimberley
KIN|KIN|||Norman Manley|Norman Manley|Кингстоун|Кингстоун|Kingston|Kingston
KIO|KIO|||Kili Island|Kili Island|||Kili Island|Kili Island
KIP|KIP|||Kickapoo|Kickapoo|||Wichita Falls|Wichita Falls
KIQ|KIQ|Кира|Кира|Kira|Kira|Кира|Кира|Kira|Kira
KIR|KIR|||Kerry|Kerry|||Farranfore|Farranfore
KIS|KIS|Кисуму|Кисуму|Kisumu|Kisumu|Кисуму|Кисуму|Kisumu|Kisumu
KIT|KIT|Китира|Китира|Kithira|Kithira|Китира|Китира|Kithira|Kithira
KIU|KIU|Киунга|Киунга|Kiunga|Kiunga|Киунга|Киунга|Kiunga|Kiunga
KIV|KIV|Кишинев|Кишинев|Kishinev|Kishinev|Кишинев|Кишинев|Chisinau|Chisinau
KIW|KIW|||Southdowns|Southdowns|Китве|Китве|Kitwe|Kitwe
KIX|KIX|||Kansai International|Kansai International|Осака|Осака|Osaka|Osaka
KIY|KIY|Килва|Килва|Kilwa|Kilwa|Килва|Килва|Kilwa|Kilwa
KIZ|KIZ|Кикинонда|Кикинонда|Kikinonda|Kikinonda|Кикинонда|Кикинонда|Kikinonda|Kikinonda
KJA|KJA|Емельяново|Емельяново|Emelyanovo|Emelyanovo|Красноярск|Красноярск|Krasnojarsk|Krasnojarsk
KJK|KJK|||Kortrijk|Kortrijk|||Kortrijk|Kortrijk
KJP|KJP|Керама|Керама|Kerama|Kerama|Керама|Керама|Kerama|Kerama
KJU|KJU|Камираба|Камираба|Kamiraba|Kamiraba|Камираба|Камираба|Kamiraba|Kamiraba
KKA|KKA|||Koyuk|Koyuk|||Koyuk|Koyuk
KKB|KKB|||SPB|SPB|||Kitoi Bay|Kitoi Bay
KKC|KKC|Кхон Каен|Кхон Каен|Khon Kaen|Khon Kaen|Кхон Каен|Кхон Каен|Khon Kaen|Khon Kaen
KKD|KKD|Кокода|Кокода|Kokoda|Kokoda|Кокода|Кокода|Kokoda|Kokoda
KKE|KKE|||Kerikeri/Bay of Islands|Kerikeri/Bay of Islands|||Kerikeri|Kerikeri
KKF|KKF|||Kagvik Creek|Kagvik Creek|||Kagvik Creek|Kagvik Creek
KKG|KKG|Конаварук|Конаварук|Konawaruk|Konawaruk|Конаварук|Конаварук|Konawaruk|Konawaruk
KKH|KKH|||Kongiganak|Kongiganak|||Kongiganak|Kongiganak
KKI|KKI|||Spb|Spb|||Akiachak|Akiachak
KKJ|KKJ|Кита-Кюсю|Кита-Кюсю|Kita Kyushu|Kita Kyushu|Кита-Кюсю|Кита-Кюсю|Kita Kyushu|Kita Kyushu
KKK|KKK|||Kalakaket AFS|Kalakaket AFS|||Kalakaket|Kalakaket
KKL|KKL|||Karluk Lake SPB|Karluk Lake SPB|||Karluk Lake|Karluk Lake
KKM|KKM|Лоп Бури|Лоп Бури|Lop Buri|Lop Buri|Лоп Бури|Лоп Бури|Lop Buri|Lop Buri
KKN|KKN|||Hoeybuktmoen|Hoeybuktmoen|Киркенес|Киркенес|Kirkenes|Kirkenes
KKO|KKO|Кайкоэ|Кайкоэ|Kaikohe|Kaikohe|Кайкоэ|Кайкоэ|Kaikohe|Kaikohe
KKP|KKP|||Koolburra|Koolburra|||Koolburra|Koolburra
KKR|KKR|||Kaukura Atoll|Kaukura Atoll|||Kaukura Atoll|Kaukura Atoll
KKT|KKT|||Kentland|Kentland|||Kentland|Kentland
KKU|KKU|||Ekuk|Ekuk|||Ekuk|Ekuk
KKW|KKW|Киквит|Киквит|Kikwit|Kikwit|Киквит|Киквит|Kikwit|Kikwit
KKX|KKX|Кикаига-Сима|Кикаига-Сима|Kikaiga Shima|Kikaiga Shima|Кикаига-Сима|Кикаига-Сима|Kikaiga Shima|Kikaiga Shima
KKY|KKY|Килкенни|Килкенни|Kilkenny|Kilkenny|Килкенни|Килкенни|Kilkenny|Kilkenny
KKZ|KKZ|||Koh Kong|Koh Kong|||Koh Kong|Koh Kong
KLB|KLB|Калабо|Калабо|Kalabo|Kalabo|Калабо|Калабо|Kalabo|Kalabo
KLC|KLC|Каолак|Каолак|Kaolack|Kaolack|Каолак|Каолак|Kaolack|Kaolack
KLD|KLD|Мигалово|Мигалово|Migalovo|Migalovo|Тверь|Тверь|Tver|Tver
KLE|KLE|Келе|Келе|Kaele|Kaele|Келе|Келе|Kaele|Kaele
KLF|KLF|Калуга|Калуга|Kaluga|Kaluga|Калуга|Калуга|Kaluga|Kaluga
KLG|KLG|||Municipal|Municipal|||Kalskag|Kalskag
KLH|KLH|Колхапур|Колхапур|Kolhapur|Kolhapur|Колхапур|Колхапур|Kolhapur|Kolhapur
